Name,Indexed Name,Current Affiliation,Document count,Citations Count,Subject of Interest,Keywords
Muhammad AtherIqbal,Iqbal M.,"Donghua University, College of Information Science and Technology",2,1,"['Instrumentation', 'Computer Vision and Pattern Recognition', 'Computer Networks and Communications', 'Artificial Intelligence', 'Cognitive Neuroscience', 'Computer Science Applications']","['Deep learning', 'Music auto-tagging', 'Music information retrieval', 'Recurrent Neural Network', 'Deep learning', 'Music genre classification', 'Transfer learning', 'Deep learning', 'Music genre classification', 'Transfer learning', 'Deep learning', 'Music genre classification', 'Transfer learning', 'Deep learning', 'Music genre classification', 'Transfer learning']"
AnDang,Dang A.,"National Central University Taiwan, Department of Computer Science and Information Engineering",3,1,"['Computational Theory and Mathematics', 'Computer Science Applications', 'Human-Computer Interaction', 'Health Informatics', 'Health (social science)', 'Instrumentation', 'Media Technology', 'Theoretical Computer Science', 'Information Systems', 'Electrical and Electronic Engineering', 'Computer Networks and Communications']","['Convolutional neural networks', 'Deep learning', 'Neural networks', 'Recurrent neural networks', 'Sound event detection']"
Toan H.Vu,Vu T.,"National Central University Taiwan, Department of Computer Science and Information Engineering",4,5,"['Computational Theory and Mathematics', 'Health Informatics', 'Human-Computer Interaction', 'Computer Graphics and Computer-Aided Design', 'Instrumentation', 'Software', 'Computer Science Applications', 'Health (social science)', 'Computer Vision and Pattern Recognition', 'Media Technology', 'Theoretical Computer Science', 'Electrical and Electronic Engineering', 'Information Systems', 'Computer Networks and Communications']","['Convolutional neural networks', 'Deep learning', 'Neural networks', 'Recurrent neural networks', 'Sound event detection']"
JiachingWang,Wang J.,"National Central University Taiwan, Department of Computer Science and Information Engineering",162,852,"['Instrumentation', 'Electronic, Optical and Magnetic Materials', 'Computational Theory and Mathematics', 'Language and Linguistics', 'Control and Systems Engineering', 'Hardware and Architecture', 'Computer Science Applications', 'Development', 'Biochemistry, Genetics and Molecular Biology (all)', 'Medicine (all)', 'Molecular Biology', 'Cognitive Neuroscience', 'Software', 'Pharmacology', 'Industrial and Manufacturing Engineering', 'Social Psychology', 'Law', 'Computer Science (miscellaneous)', 'Biomedical Engineering', 'Health (social science)', 'Computational Mathematics', 'Engineering (all)', 'Artificial Intelligence', 'Computer Graphics and Computer-Aided Design', 'Molecular Medicine', 'Human-Computer Interaction', 'Behavioral Neuroscience', 'Computer Networks and Communications', 'Theoretical Computer Science', 'Computer Vision and Pattern Recognition', 'Environmental Science (all)', 'Library and Information Sciences', 'Media Technology', 'Genetics', 'Condensed Matter Physics', 'Information Systems', 'Health Informatics', 'Speech and Hearing', 'Computer Science (all)', 'Acoustics and Ultrasonics', 'Cancer Research', 'Signal Processing', 'Modeling and Simulation', 'Safety, Risk, Reliability and Quality', 'Applied Mathematics', 'Linguistics and Language', 'Electrical and Electronic Engineering']","['Convolutional neural networks', 'Deep learning', 'Neural networks', 'Recurrent neural networks', 'Sound event detection']"
MozafarAnsari,Ansari M.,"University of Malaya, Department of Civil Engineering",1,1,"['Environmental Chemistry', 'Health, Toxicology and Mutagenesis', 'Pollution']","['ARIMA', 'Influent', 'Integrated SVM-NAR model', 'Recurrent neural network', 'Support vector machine', 'Time series model']"
Faridah BintiOthman,Othman F.,"University of Malaya, Department of Civil Engineering",57,185,"['Multidisciplinary', 'Industrial and Manufacturing Engineering', 'Engineering (all)', 'Management, Monitoring, Policy and Law', 'Mathematics (all)', 'Materials Science (miscellaneous)', 'Software', 'Applied Microbiology and Biotechnology', 'Ocean Engineering', 'Electronic, Optical and Magnetic Materials', 'Geography, Planning and Development', 'Renewable Energy, Sustainability and the Environment', 'Immunology and Microbiology (all)', 'Physics and Astronomy (all)', 'Soil Science', 'Computational Mathematics', 'Civil and Structural Engineering', 'Mechanical Engineering', 'Global and Planetary Change', 'Geotechnical Engineering and Engineering Geology', 'Atmospheric Science', 'Toxicology', 'Waste Management and Disposal', 'Public Health, Environmental and Occupational Health', 'Condensed Matter Physics', 'Space and Planetary Science', 'Geology', 'Medicine (all)', 'Environmental Chemistry', 'Materials Science (all)', 'Biochemistry', 'Nature and Landscape Conservation', 'Electrical and Electronic Engineering', 'Water Science and Technology', 'Pollution', 'Health, Toxicology and Mutagenesis', 'Chemistry (all)', 'Biotechnology', 'Agricultural and Biological Sciences (all)', 'Environmental Science (all)', 'Earth-Surface Processes', 'Biochemistry, Genetics and Molecular Biology (all)', 'Geophysics', 'Aquatic Science', 'Mechanics of Materials', 'Environmental Engineering', 'Microbiology']","['ARIMA', 'Influent', 'Integrated SVM-NAR model', 'Recurrent neural network', 'Support vector machine', 'Time series model']"
Taher J.Abunama,Abunama T.,"University of Malaya, Department of Civil Engineering",5,6,"['Management, Monitoring, Policy and Law', 'Health, Toxicology and Mutagenesis', 'Environmental Chemistry', 'Waste Management and Disposal', 'Environmental Science (all)', 'Engineering (all)', 'Materials Science (all)', 'Pollution']","['ARIMA', 'Influent', 'Integrated SVM-NAR model', 'Recurrent neural network', 'Support vector machine', 'Time series model']"
AhmedEl-shafie,El-shafie A.,University of Malaya,199,1748,"['Water Science and Technology', 'Agricultural and Biological Sciences (all)', 'Hardware and Architecture', 'Automotive Engineering', 'Environmental Science (all)', 'Health, Toxicology and Mutagenesis', 'Safety, Risk, Reliability and Quality', 'Signal Processing', 'Control and Optimization', 'Chemical Engineering (all)', 'Civil and Structural Engineering', 'Computational Mechanics', 'Pollution', 'Aquatic Science', 'Information Systems and Management', 'Energy Engineering and Power Technology', 'Electrochemistry', 'Industrial and Manufacturing Engineering', 'Information Systems', 'Computer Vision and Pattern Recognition', 'Renewable Energy, Sustainability and the Environment', 'Computer Science (all)', 'Electronic, Optical and Magnetic Materials', 'Geotechnical Engineering and Engineering Geology', 'Chemistry (all)', 'Atmospheric Science', 'Aerospace Engineering', 'Global and Planetary Change', 'Ocean Engineering', 'Computer Graphics and Computer-Aided Design', 'Filtration and Separation', 'Nature and Landscape Conservation', 'Artificial Intelligence', 'Modeling and Simulation', 'Electrical and Electronic Engineering', 'Biochemistry', 'Building and Construction', 'Agronomy and Crop Science', 'Software', 'Computer Science Applications', 'Earth-Surface Processes', 'Management Information Systems', 'Materials Science (all)', 'Analytical Chemistry', 'Communication', 'Theoretical Computer Science', 'Earth and Planetary Sciences (miscellaneous)', 'Mechanics of Materials', 'Applied Mathematics', 'Biochemistry, Genetics and Molecular Biology (all)', 'Environmental Engineering', 'Computational Theory and Mathematics', 'Atomic and Molecular Physics, and Optics', 'Strategy and Management', 'Management, Monitoring, Policy and Law', 'Multidisciplinary', 'Engineering (all)', 'Earth and Planetary Sciences (all)', 'Computer Networks and Communications', 'Physics and Astronomy (all)', 'Geography, Planning and Development', 'Soil Science', 'Mechanical Engineering', 'Geology', 'Control and Systems Engineering', 'Medicine (all)', 'Environmental Chemistry', 'Waste Management and Disposal']","['ARIMA', 'Influent', 'Integrated SVM-NAR model', 'Recurrent neural network', 'Support vector machine', 'Time series model']"
Costa JussàRMarta,Marta C.,"Universitat Politécnica de Catalunya, TALP Research Center",1,1,['Artificial Intelligence'],[]
RekiaKadari,Kadari R.,"Harbin Institute of Technology, Research Center for Social Computing and Information Retrieval",2,3,"['Software', 'Language and Linguistics', 'Cognitive Neuroscience', 'Artificial Intelligence', 'Computer Science Applications', 'Linguistics and Language']","['CCG supertagging', 'Combinatory Categorial Grammar', 'Deep learning', 'Machine learning', 'Neural Network']"
YuZhang,Zhang Y.,"Harbin Institute of Technology, Research Center for Social Computing and Information Retrieval",82,426,"['Artificial Intelligence', 'Computer Science (all)', 'Information Systems', 'Cognitive Neuroscience', 'Management of Technology and Innovation', 'Computer Vision and Pattern Recognition', 'Safety, Risk, Reliability and Quality', 'Theoretical Computer Science', 'Linguistics and Language', 'Language and Linguistics', 'Hardware and Architecture', 'Computational Theory and Mathematics', 'Communication', 'Biochemistry, Genetics and Molecular Biology (all)', 'Mechanical Engineering', 'Medicine (all)', 'Agricultural and Biological Sciences (all)', 'Electrical and Electronic Engineering', 'Computer Science Applications', 'Control and Optimization', 'Industrial and Manufacturing Engineering', 'Signal Processing', 'Media Technology', 'Computational Mathematics', 'Computer Networks and Communications', 'Control and Systems Engineering', 'Software', 'Engineering (all)', 'Computer Graphics and Computer-Aided Design']","['CCG supertagging', 'Combinatory Categorial Grammar', 'Deep learning', 'Machine learning', 'Neural Network']"
WeinanZhang,Zhang W.,"Harbin Institute of Technology, Research Center for Social Computing and Information Retrieval",21,48,"['Computer Networks and Communications', 'Information Systems', 'Language and Linguistics', 'Computer Science Applications', 'Linguistics and Language', 'Computer Science (all)', 'Cognitive Neuroscience', 'Biochemistry, Genetics and Molecular Biology (all)', 'Hardware and Architecture', 'Software', 'Medicine (all)', 'Artificial Intelligence', 'Computational Theory and Mathematics', 'Computer Graphics and Computer-Aided Design', 'Agricultural and Biological Sciences (all)', 'Theoretical Computer Science', 'Media Technology']","['CCG supertagging', 'Combinatory Categorial Grammar', 'Deep learning', 'Machine learning', 'Neural Network']"
TingLiu,Liu T.,"Harbin Institute of Technology, Research Center for Social Computing and Information Retrieval",247,2590,"['Computational Mathematics', 'Multidisciplinary', 'Geography, Planning and Development', 'Control and Systems Engineering', 'Computer Science Applications', 'Artificial Intelligence', 'Numerical Analysis', 'Electronic, Optical and Magnetic Materials', 'Cognitive Neuroscience', 'Biochemistry, Genetics and Molecular Biology (all)', 'Energy (all)', 'Computer Science (all)', 'Theoretical Computer Science', 'Biotechnology', 'Media Technology', 'Computer Science (miscellaneous)', 'Agricultural and Biological Sciences (all)', 'Linguistics and Language', 'Signal Processing', 'Engineering (all)', 'Tourism, Leisure and Hospitality Management', 'Modeling and Simulation', 'Computer Graphics and Computer-Aided Design', 'Computer Networks and Communications', 'Information Systems', 'Language and Linguistics', 'Geometry and Topology', 'Human-Computer Interaction', 'Medicine (all)', 'Computational Theory and Mathematics', 'Mathematics (all)', 'Computer Vision and Pattern Recognition', 'Management of Technology and Innovation', 'Electrical and Electronic Engineering', 'Applied Mathematics', 'Acoustics and Ultrasonics', 'Software', 'Materials Science (all)', 'Hardware and Architecture']","['CCG supertagging', 'Combinatory Categorial Grammar', 'Deep learning', 'Machine learning', 'Neural Network']"
DongwenZhang,Zhang D.,"Xinjiang University, College of Mathematics and System Sciences",2,1,"['Computer Science (all)', 'Computer Science Applications', 'Cognitive Neuroscience', 'Artificial Intelligence', 'Theoretical Computer Science']","['Complex-valued recurrent neural networks', 'Global stability', 'Impulsive effect', 'Time delays']"
HaijunJiang,Jiang H.,"Xinjiang University, College of Mathematics and System Sciences",167,1941,"['Mathematical Physics', 'Analysis', 'Computer Networks and Communications', 'Statistical and Nonlinear Physics', 'Biomedical Engineering', 'Information Systems and Management', 'Energy (all)', 'Instrumentation', 'Mechanics of Materials', 'Mathematics (all)', 'Control and Systems Engineering', 'Chemical Engineering (all)', 'Control and Optimization', 'Cellular and Molecular Neuroscience', 'Medicine (all)', 'Human-Computer Interaction', 'Software', 'Mechanical Engineering', 'Engineering (all)', 'Immunology and Microbiology (all)', 'Physics and Astronomy (all)', 'Information Systems', 'Aerospace Engineering', 'Artificial Intelligence', 'Industrial and Manufacturing Engineering', 'Applied Mathematics', 'Computational Mathematics', 'Economics, Econometrics and Finance (all)', 'Computer Science Applications', 'Numerical Analysis', 'Biochemistry, Genetics and Molecular Biology (all)', 'Computational Mechanics', 'Computational Theory and Mathematics', 'Communication', 'Logic', 'Environmental Science (all)', 'Neuroscience (all)', 'Materials Science (all)', 'Computer Science (miscellaneous)', 'Theoretical Computer Science', 'Signal Processing', 'Electrical and Electronic Engineering', 'Hardware and Architecture', 'Cognitive Neuroscience', 'Computer Science (all)', 'Modeling and Simulation', 'Agricultural and Biological Sciences (all)', 'Chemistry (all)', 'Ocean Engineering']","['Complex-valued recurrent neural networks', 'Global stability', 'Impulsive effect', 'Time delays']"
